name,price,rpm,noise_level,color,size
ARCTIC Alpine 64 Pro Rev 2,,"500,2000",,,
Cooler Master V10 Hybrid TEC,,"800,2400",17,,
Cooler Master RR-V6SV-22PR-R1,,"800,2200","15,38",,
Thermaltake CL-P0466,,"1000,1600","19,28",,
Zalman CNPS7000C-AlCu,,"1350,2400","17,24",,
Zalman CNPS9700 LED,,"1250,2800","19.5,35",,
Masscool 8WA743,,"800,2800","20,34",,
StarTech FANK8AM2,,2600,28,,
Xigmatek EP-CD901,,"1200,2500",28,,
Xigmatek EP-CD903,,"1200,2500",28,,
Scythe SCKZT-1000,,"800,3300","8.2,32.5",,
ARCTIC Freezer 13 Limited Edition,,"600,2000",,,
Gelid Solutions Rev. 1 Tranquillo,,"750,1500","12,25.5",,
Cooler Master Hyper 612 PWM,,"600,2000","9,36",,
ZEROtherm ZT-1000D 1156,,3000,,,
Nexus LOW-7000 R2,,"500,2000","15,24",,
Phanteks PH-TC14PE_RD,,"700,1200","13.4,19",,
Cooler Master X6 Elite,,"600,1800","9,34.6",,
Zalman ZM-CNPS14X,,"950,1350","17,21",,
Masscool 7WA868,,"800,2800","19,27",,
SilenX EFZ-120HA5,,1600,"8,24",,
Zalman CNPS8900 Quiet,,"1000,1500","19,25",,
Evercool TTC-NK35TZ/RPW/V3,,"900,2800","12,31",,
Scythe SCKTN-4000,,"300,2500","7.2,31.07",,
Silverstone HE02,,,,,
Phanteks PH-TC90LS,,"1000,2500","19,26",,
Phanteks PH-TC12DX_RD,,"600,1800","21.9,27.6",,
Zalman LQ-310,,"900,2000",,,120
Zalman CNPS9900 D/F,,"900,1400","19,27",,
Prolimatech Megahalems (No Fans),,,,,
Cooler Master Seidon 120XL,,"600,2400","19,40",,120
Cooler Master RR-T612-20PK-R1,,2000,"9,36",,
Silverstone AR01,,"1000,2200","16.39,33.5",,
be quiet! Shadow Rock Topflow SR1,,1500,"9.6,24.4",,
Scythe Ashura,,"500,1300","13,30.7",,
Gelid Solutions Slimhero,,"750,1600","12,25.4",,
Dynatron R17,,"1000,2500","17,31.92",,
Thermalright TS-120M(BW),,"600,1300",24.5,,
Cooler Master Glacer 240L,,2400,"19,40.33",,240
Dynatron T450,,"800,2500","16,27.3",,
Titan TTC-NC85TZ(RB),48.89,"210,2100",28.8,,
Dynatron K17,44.95,"1000,2500","17,31.92",,
Masscool 8W2002B1M4,,"800,2800","20,34",,
ARCTIC Freezer A11,64,"500,2000",22.5,,
Enermax ELC-LM120S-HP,,2500,30,,120
Enermax ETS-N30-HE,,"800,2800","16,28",,
Akasa Nero 3,,"500,1500",24.6,,
Thermalright HR-22,,,,,
RAIJINTEK EreBoss,,"600,1400",28,,
RAIJINTEK ZELOS,,"800,1400",20,,
RAIJINTEK PALLAS Red,,"650,1400",28,,
RAIJINTEK TRITON BLUE,,"1000,2600","21.6,36.6",,240
Thermaltake Gravity A1,,1800,22.3,,
Gelid Solutions GX7,,"750,1800","12,28",,
Gelid Solutions SnowStorm,,"900,2200","10,24.1",,
Scythe Kotetsu,,"400,1400","5.3,28",,
LEPA AquaChanger 120,,"500,2300","14,35",,120
LEPA AquaChanger 240,,"500,2300","14,35",,240
Thermaltake Frio Silent 12,,1400,"12,19.2",,
Akasa Venom Voodoo,,"600,1900","6.9,28.9",,
ID-COOLING IS-VC45,,"600,2500","14,33",,
Thermalright Macho Zero,,,0,,
Silverstone AR04,,"1500,3400","18,26",,
Enermax Liqmax II 120,,"500,2000","16,35",,120
Enermax Liqmax II 240,,"500,2000","16,35",,240
RAIJINTEK TISIS,,"600,1000",23,,
Scythe SCNJ-4000,,"300,1500","4,29.5",,
LEPA EXllusion 240,,"500,1800","14,30",,240
ID-COOLING IS-60,,"600,1600","13.8,30.2",,
Deepcool CAPTAIN 240 WHITE,,"600,2200","17.6,39.29",,240
ID-COOLING SE-204,,"800,1800","16.2,29.2",,
ID-COOLING SE-902,,"600,2200","14,23.8",,
Cooler Master V8 Ver.2,,1600,36,,
ID-COOLING FROSTFLOW 240L-R,,"800,2000","20,38.2",,240
Thermaltake Riing Silent 12 Blue,,"300,1400","13,18",,
Deepcool ICE BLADE 100,,2200,31.6,,
Deepcool NEPTWIN,,"900,1500","17.8,30",,
RAIJINTEK EREBOSS CORE EDITION,,,0,,
Thermalright TRUE Spirit 140 Direct,,"300,1300","15,21",,
Cooler Master Seidon 240P,,"800,2400","12,35",,240
Gelid Solutions Rev. 3 Tranquillo,,"750,1500","12,26.5",,
Enermax LiqTech TR4 360,,"500,2300","14,28",,360
FSP Group Windale 6,,"600,1600",32,,
ARCTIC Freezer 33 eSports Edition (Black/Yellow),,"200,1800",24.4,,
Enermax ETS-N30R-TAA,,"800,2800","16,27",,
ARCTIC Freezer 33 eSports ONE (Black/Green),,"200,1800",24.4,,
Scythe SCBYK-1000,,"300,2300","7.2,28.26",Silver / Black,
Antec Mercury 240 RGB,,"900,1800",36,Black / White,240
Antec Mercury 240,,"900,1800",30,Black / White,240
Enermax Liqtech TR4 II 240,,"500,2300","14,28",Black,240
Enermax Liqtech TR4 II 280,,"500,1500","14,25",Black,280
Silverstone AR11,45.99,"1200,3000","19.3,44.5",Black / Silver,
SilentiumPC Navis RGB 120,,"800,2300",,Black,120
SilentiumPC Navis RGB 280,,"800,1800",,Black,280
RAIJINTEK JUNO PRO RBW,,"400,1800",28,Black,
GameMax Iceberg 240 ARGB,,1100,25,Black,240
Enermax Liqtech II 280,,"500,1500","14,25",Black,280
Silverstone Tundra SST-TD02-LITE-V2,,"1500,2500","18,35",Black / White,240
upHere CCF150RD,,"600,1800","16.1,27.7",Black,
upHere CCF150BE,,"600,1800","16.1,27.7",Black,
upHere AC12,,"600,1750","16.1,27.7",Black,
upHere AC12BE,,"600,1750","16.1,27.7",Black,
upHere CC1201 Red,,"600,1700","16.1,27.7",Black / White,120
RAIJINTEK Orcus 240 RGW,,"400,1800",28,Black,240
RAIJINTEK EOS 360 RBW,,"800,1800",28,Black,360
SilentiumPC Fera 3 EVO ARGB,,"250,1600",,White / Silver,
Akasa K25,,"600,3000",28.71,,
Silverstone IceGem 240P,,"600,2200","7.3,36.6",Black,240
Cougar AQUA,,"600,1800",35,Black,120
Iceberg Thermal IceSLEET G3,,"600,1200",20.5,Black / Gray,
GAMDIAS CHIONE E1,,1500,,Black,120
GAMDIAS CHIONE E2,,"1200,2400",,Black,120
Thermalright TA140 EX,,1800,30.2,Gray,
Thermalright AXP-90i,,2700,22.4,Gray,
ID-COOLING ICEFLOW ARGB,,"900,2000","16,31.5",Black,240
ID-COOLING ICEFLOW ARGB,,"900,2000","16,31.5",White,240
ID-COOLING SE-224-XT ARGB DUET,,"500,1500","13.8,30.5",,
ID-COOLING SE-223 BASIC,,"500,1600","16,20.2",,
ID-COOLING SE-213 RAINBOW,,"500,1600","16,20.2",,
ID-COOLING SE-802-SD,,2200,23.3,,
ID-COOLING HUNTER VC-TWIN,,"800,1800","16.2,29.2",,
ID-COOLING ZOOMFLOW 360,,"900,2000","16.3,33.5",Black,360
Cooler Master GeminII M5 LED,,"500,1600",31,,
Cooler Master Vortex 211Q,,1500,,,
Thermalright TA120 EX,,1850,29.6,Silver / Gray,
Thermalright Frozen Magic 240,,1500,25.6,Black,240
Jonsbo HX6240,,"700,1800","28,37.6",White,
Jonsbo PISA A4,,"800,1850",36.8,Gray,
Jonsbo CR-1100,,"600,1500","18,31",Gray / Black,
Jonsbo CR-1400,,"900,2300","20,30.5",White,
Noua Sub-Zero AT240,,"800,2000",31,Black,240
Noua Numb,,"800,1600",29,White,
Thermalright Frozen Magic ARGB,,1500,25.6,Black,240
ID-COOLING DASHFLOW XT LITE,,"500,2000",29.85,White,360
ID-COOLING IS-65-XT,,"500,2200",32.3,Black,
ID-COOLING ZOOMFLOW XT ELITE,,"900,2000","16.2,31.5",Black,240
ID-COOLING ZOOMFLOW XT ELITE,,"900,2000","16.2,31.5",White,240
ID-COOLING DX240 MAX,,,32.5,White,240
Vetroo R360,,,,Black,360
Jonsbo PISA A5,,"800,1850",36.8,Gray,
In Win SR24 PRO,,"500,2500",23,Black,240
Evercool EC-NK804A-925EP,19.48,2750,28.2,,
Gelid Solutions Slim Silence 775,,"1100,2300","15,24.5",,
Thermalright ARO-M14O,91.26,"300,1300","15,21",Orange / Silver,
Xilence LQ360PRO.ARGB,,"500,1800","18,32",Black,360
Antec KUHLER Flow,,,,,
Cooler Master DI5-8E5PA-0L-GP,,2800,22,,
Cooler Master S2N-PLMHS-07-GP,,,0,,
Dynatron T195,,"1000,5000","20.5,49.8",,
Evercool CI01-9525EP,,"900,2600","12,31",,
Thermaltake A4012-02,,2500,21,,
Thermaltake A4021,62.49,2200,18,,
Thermaltake CL-P0257,41.99,1700,17,,
Thermaltake CL-P0401,,"1300,2000","16,24",,
Thermaltake CLP0554,,"1000,1600","19,28",,
Thermaltake CLP0579,,"800,2000","15,33.2",,
Zalman CNPS 9700 NT,,"1250,2800","19.5,35",,
Zalman CNPS10X Extreme,,"1000,2150","20,39",,
Zalman CNPS10X QUIET,,"700,1400",26,,
Zalman CNPS9900ALED,,"800,2000","18,38",,
Masscool 5W1081F1M3,,2400,31,,
Masscool 8WT15-38,,2400,30,,
Rosewill RCX-Z300,,,,,
Rosewill RCX-Z80-AL,,2500,22.41,,
Rosewill RCX-Z90-CP,,"600,3000","13.5,26.5",,
Scythe SCRT-1000,,"470,1900","9.8,27.3",,
Silverstone NT06-E,,,0,,
Xigmatek Balder SD1283,,"1000,2200",28,,
Xigmatek HDT-D1284,,"800,1500",27.2,,
Xigmatek HDT-S1283,,"800,1500","20,32",,
Xigmatek HDT-S963,,"1200,2800","23,35",,
Xigmatek Cobra - D984,,"1000,2800","20,28",,
Thermaltake CLP0550,,"740,3700","21,40",,
Thermaltake CLP0555,,"300,2500","12,16",,
Evercool HPI-12025,,"1200,1800","23,30",,
Gelid Solutions Slim Silence AM2,,"1200,2500","15,27.2",,
Logisys MC3001IE,,"900,2200","17.8,34.6",,
TUNIQ Tower 120,,"1000,2000",,,
Thermalright U120eXtrem1366RT R-C,,1600,28,,
Scythe SCMG-3000,,"300,1600",26.5,,
Enermax ETS-T40-TA,,"800,1800","16,21",,
Syba CL-CNL-EOLE802,,2200,25,,
SilenX EFZ-120HA4,,"800,2000","8,28",,
Titan TTC-NK35TZ/RPW/V2,,"900,2800","12,31",,
Nexus FLC-3000 R2,,"900,2500","15,24",,
Logisys MC4004IEXT,,"900,2200","17.8,28.1",,
Logisys MC6001IM,,"700,1200","18.2,26.7",,
Logisys MC4002IW,,"500,1500","17.8,27.6",,
Logisys MC2001IE,,2200,23.4,,
SilenX EFZ-120HA3,,"800,2000",,,
Phanteks PH-TC14PE_BL,,"700,1200","13.4,19",,
Cooler Master Gemin II S524,,"800,1800","15.1,31.6",,
NZXT HAVIK 120,,"1200,1500","18,22",,
Gelid Solutions Slim Silence A-Plus,,"1200,2600","15,27.2",,
Thermaltake Contac 16,,2400,30,,
Thermaltake CLP0600,,"1000,2400","19.3,30",,
Phanteks PH-TC14CS_RD,,1300,"13.4,19",,
Zalman CNPS8000B,,"1400,2800","20,32",,
Zalman CNPS8900 Extreme,,"1250,2800","19.5,35",,
Prolimatech PRO-MGH-B,,,,,
Evercool TTC-NK85TZ/V2(RB),,"800,2150","17.2,39",,
Xigmatek ld964,,"1000,2800",22,,
Scythe SCMG-3100,,"300,1600","9.6,32.15",,
Titan EC-TTC-NC05TZ,,"800,1500","15.3,29",,
Phanteks PH-TC14CS_BL,,700,"13.4,19",,
Dynatron R13,44.99,"1100,6000","19.1,53.8",,
Phanteks PH-TC14CS_BK,,700,"13.4,19",,
Xigmatek Dark Knight SD1283,,"1000,2200",30.1,,
Enermax ELC120-TB,,"800,2200","17.3,31.2",,120
Phanteks PH-TC12DX_BL,,"600,1800","21.9,27.6",,
Gelid Solutions Silent Spirit,,"900,2400","10,25.8",,
ARCTIC Freezer i30 CO,,"400,1350",,,
Prolimatech PRO-GNSS-BK,,,0,,
Rosewill ROCC-13001,,2000,"19.39,31.05",,
Zalman CNPS90F,,2300,29,,
Thermaltake CLW0214,,"1200,2500","20,43",,120
Enermax ETS-T40-W,,2200,31.2,,
Thermaltake CLP0605,,"800,1600","18,30.2",,
Titan TTC-NK85TZ/CS2,,"800,2200","15,35",,
Swiftech H320,,"800,1800","16,33",,360
Scythe SCKC-3000,,"500,1300","13,30.7",,
Zalman CNPS7000V(AL)-1-PWMB,,"800,2600","20,32",,
Silverstone NT06-PRO,,"1000,2200",,,
Thermalright Macho-120,,"900,1300","17,21",,
Enermax Liqtech 240,,2500,30,,240
Enermax ETS-N30-TAA,,"800,2800","16,27",,
Thermaltake NiC L31,,"500,1800","18,34.79",,
Thermaltake NiC L32,,"500,1800","18,38.4",,
Xigmatek Janus LD1266,,1200,"19.2,22.4",,
Thermalright SILVER ARROW IB-E,,"900,1300","21,25",,
RAIJINTEK AIDOS,,"1000,2200",28.87,,
LEPA LPALV12-BK,,2200,23,,
Zero Infinity Shiva,,2200,,,
Swiftech H220-X,,"800,1800","16,33",,240
Thermaltake MeOrb II,,"1500,2500","18.5,28",,
Swiftech H240-X,,"700,1800","8.3,28.8",,280
Prolimatech Basic 45,,"1000,2000",,,
Fractal Design Kelvin S24,,"800,1700",26.9,,240
Zalman CNPS9300 AT,,"1500,2400","20,30",,
Cooler Master Glacer 240L Ver. 2,,2400,"19,40.33",,240
Cooler Master Blizzard T2 mini,,2200,22,,
Akasa Nero LX,,"600,1900","11.5,31.5",,
Silverstone TD02-E,,"1500,2500","18,35",,240
Xigmatek Apache II,,"1200,2500",28,,
ARCTIC Freezer i30,,"400,1350",22.5,,
Silverstone TD03-LITE,,"1500,2500","18,35",,120
SilentiumPC Spartan LT HE922,,"800,2000","9.9,21.9",,
Deepcool Maelstrom 120K,,"600,1800","18.2,32.4",,120
Silverstone TD03-SLIM,,"800,2200","16.5,27.4",,120
ARCTIC Freezer i32 CO,,,,,
ID-COOLING DK-01,,"800,2500","12,28.8",,
ID-COOLING FI-REEX,,"800,1800","16.2,29.2",,
ID-COOLING IS-25,,"800,2700","14,23",,
ID-COOLING SE-204K,,"800,1800","16.2,29.2",,
ID-COOLING SE-213i,,"800,1600","16,20.2",,
ID-COOLING SE-214,,1800,"16.2,29.2",,
ID-COOLING SE-214X,,1800,"16.2,29.2",,
ID-COOLING SE-802,,2200,23.3,,
Deepcool CAPTAIN 120 WHITE,,"600,2200","17.6,39.29",,120
Reeven Okeanos,,"300,1800","4,23.6",,
Reeven Hans,,"300,1500","4,29.8",,
Reeven Steropes,,"500,2000","9.32,33.67",,
ARCTIC Alpine 20 PLUS CO,,"600,2200",,,
Deepcool ICE BLADE PRO V2.0,,"900,1500","17.8,30",,
Alpenföhn ATLAS,,"400,1800","8,24.3",,
Alpenföhn Brocken 2 PCGH,,700,18.5,,
Alpenföhn Matterhorn Rev. C – White Edition,,"500,1500",18.2,,
Thermaltake Contac 39,,"800,2000","15,33.2",,
RIOTORO BIFROST 240,,,,,240
Enermax LiqTech TR4 240,,"500,2300","14,28",,240
ARCTIC Freezer 33 eSports Edition (Black/Green),,"200,1800",24.4,,
ROCCAT ROCC-16003,,"800,2200",25,Black / Silver,
Enermax LIQTECH TR4 280,,"500,1500","14,25",Black,280
RAIJINTEK JUNO-X RGB,,"1000,2000",28,,
Scythe SCIOR-1000,,"300,1800","4.5,26.7",Black / Silver,
Cooler Master MA621P TR4,,"600,1800",31,Black / Silver,
Antec Mercury 120,,"900,1800",30,Black / White,120
RAIJINTEK DELOS RBW,,"650,2000",22.95,Black,
Jonsbo CR-201 HIVES (Black),,"800,1500","18.5,30.8",Black,
GAMDIAS CHIONE P1A-360R,,"800,1500","16,22",Black,360
Enermax Liqtech II 240,,"500,2300","14,28",Black,240
Cooler Master MasterLiquid ML240 RGB (TR4 Edition),,"650,2000","6,30",Black,240
Rosewill PB120-RGB,,"800,1800",27.8,Black,120
Silverstone Tundra TD02-SLIM-V2,,"800,2200","16.5,27.4",Black / White,240
Silverstone AR01-V2.1,,"600,2200","15,38",Black / White,
Dynatron K987,,"1200,2800","16.08,34.48",Black / Silver,
SilentiumPC Navis RGB 360,,"500,1600",,Black / White,360
ARCTIC Freezer A13 X CO,,"300,2000",,Black / White,
Zalman CNPS16X,,"800,1500",27,White,
RAIJINTEK Orcus 360,,"800,1800",23,Black,360
Enermax AQUAFUSION,,"500,2000","17,32.6",White,240
Cougar AQUA,,"600,1600",34,Black,280
MSI MAG CORELIQUID RH,,"500,2000","14.3,34.3",Black,360
Thermalright Assassin X Plus,,1500,25.6,Black / Silver,
ID-COOLING DK-15 PWM,,"600,2000","14.2,26.5",,
ID-COOLING DK-15,,2200,28.5,,
ID-COOLING DK-03i PWM BLUE,,"500,1800","16,20.2",,
ID-COOLING IS-20i,,"800,2700","14,23",,
ID-COOLING IS-50 MAX RGB,,"900,2000","16,31.5",,
ID-COOLING SE-914-XT BASIC V2,,"600,2200",,,
ID-COOLING SE-904TWIN,,"600,2200","14,23.8",,
ID-COOLING SE-904-XT SLIM,,"600,2200","14,25.8",,
ID-COOLING SE-902-SD,,2000,23.1,,
ID-COOLING SE-903-B V2,,2000,23.1,,
ID-COOLING HUNTER VC-3D,,"800,1600","16.8,32.6",,
ID-COOLING DASHFLOW 240,,"900,2000","16,31.5",Black,240
Cooler Master GeminII M4,,"500,1600","8,30",,
Cooler Master Vortex 211P,,2200,,,
Cooler Master X Dream L115,,2200,,,
Cooler Master X Dream P115,,"900,4000","19,36",,
Jonsbo PISA A4,,"800,1850",36.8,White,
Noua Siberus TR360,,"800,1800","25,32",Black,360
Noua Siberus TR241,,"800,1800","25,32",White,240
Noua Disturbia,,"800,1600",37.8,Black / Silver,
Noua Ena,,"800,1800",28,Black / Silver,
Noua Jotun,,1800,23,Black / Silver,
Inter-Tech ALSEYE H360,,"800,2000","13.5,35.2",Black,360
Thermalright Frozen Fusion,,2150,28.1,Black,360
GameMax Iceberg 120 Rainbow,,"600,1800","25,32",Black,120
GameMax Iceberg 240 Rainbow,,"600,1800","25,32",Black,240
Cooler Master MasterLiquid Mirror,,"650,1800","8,27",,360
SilentiumPC Navis Pro 120,,"800,2300",,Black,120
ID-COOLING IS-30A BLACK,,"800,3600","17,35.8",Black,
ID-COOLING IS-30i BLACK,,"800,3600","17,35.8",Black,
ID-COOLING SE-206-XT,,"700,1800",35.2,White,
ID-COOLING SE-207-TR-AM,,"700,1800","15.2,35.2",Black,
ID-COOLING SE-213X-B,,"500,1800",28,Black / Blue,
ID-COOLING SE-213X-R,,"500,1800",28,Black / Red,
ID-COOLING SE-223i,,"500,1800",28,Black,
GAMDIAS BOREAS E2-41D,,"800,1800","10,32",White,
Ocypus Delta L36 ARGB,,"500,2000",29,White,360
PC Cooler RZ500,,"500,2200",32,Black,
Antec KUHLER Shelf,,,,,
Cooler Master GeminII S,,"1000,2000","17,21",,
Cooler Master RR-H101-22FK-RA,,2200,22,,
Dynatron T860,,"2000,6000","20.23,44.88",,
Thermaltake A4022,,1300,,,
Thermaltake CL-P0497,,2500,27,,
Zalman CNPS 7500 AlCu LED,,"1150,2300","17,32",,
Zalman CNPS 7500 Cu LED,,"1150,2300","17,32",,
Zalman CNPS 8700 NT,,"1150,2100","17.5,30",,
Thermaltake CL-P0508,,"1300,2000","16,24",,
Thermaltake CLP0574,,"800,1300",16,,
Scythe SCBSK-1000,,"650,2200",,,
Zalman CNPS9900NT,,"1000,2000","19.5,38",,
Evercool HPJ-12025,,1000,21,,
Xigmatek Thors Hammer,,,0,,
Evercool HPK-10025EA,,1800,23,,
Silverstone NT01-E,,,0,,
Masscool 5U1082F1M4,,"2000,3600","23,45.9",,
Masscool 8W501B1M3G,,2400,26.2,,
Masscool 8W553B1M3,,2400,26.2,,
Rosewill RCX-Z1,,"1700,3100","18,33.4",,
Rosewill RCX-Z2,,"500,3400","17,34.2",,
Rosewill RCX-Z775-LP,,"600,2600","16,24.5",,
Scythe SCMG-2100,,,26.5,,
Scythe SCNJ-3000,,"470,1900","9.8,27.3",,
Scythe Shuriken Rev. B 3,,"650,2200","10.5,31.67",,
Scythe SCYS-1000,,"470,1900","7.05,27.3",,
Xigmatek Aegir SD128264,,"1000,2200",20,,
Zalman CNPS8000A,,"1400,2600","20,30",,
Zalman CNPS5X SZ,,"1400,2800","20,32",,
Xigmatek D982,,"1500,2500",22,,
Xigmatek Dark Knight S1283V,,"1000,2200",30.1,,
Xigmatek HDT-SD964,,"1200,2800","22,30",,
Xigmatek LOKI SD963,,"1200,2800","20,28",,
ZEROtherm CF800-MK III,,"900,2600",30,,
ZEROtherm CORE92,,"900,2500",19.5,,
ZEROtherm Nirvana NV120 PWM,,"900,1800",30,,
ZEROtherm ZT-10D,,,0,,
ZEROtherm ZT-10D Smart,,,,,
ZEROtherm ZT-560D,,"900,2300",30,,
Xigmatek HDT-S1284F,,"800,1500","16,24",,
Evercool NI01-9525EP,,2600,33,,
Scythe SCMN-2000,,"500,1700","9.6,36.4",,
Thermaltake CLP0532,,2500,34,,
Thermaltake CL-P0101,,"600,3700","15,46.5",,
Enzotech Extreme-X Rev.A,,"1000,2500","15.8,43.3",,
Zalman CNPS7X LED,,"1250,1950","17,25",,
Xigmatek Prime SD1484,,"800,1200",18,,
Logisys AC2200BT,,2200,30.1,,
Logisys AC4400BT,,2200,30.1,,
Logisys IC106,,2200,25,,
Logisys IC207,,2500,25,,
Logisys IC4100AST,,2200,30.1,,
TUNIQ T-120-LFB,,"1000,2000",,,
Sunbeam Twister 120,,,16,,
Sunbeam CR-CCTF92-4,,"1200,2200",27,,
Thermalright Venomous X - RT,,1300,24.1,,
Corsair H70 Core,,,,,120
Cooler Master GeminII S524,,"800,1800","15.1,31.6",,
Enermax ETD-T60-TB,,"800,1800","10,21",,
Enermax ETD-T60-VD,,"800,1800","16,21",,
Evercool HPKC-10025EA,,1800,23,,
Gelid Solutions Siberian,,"900,2200","10,22.5",,
Gelid Solutions CC-GX7-01-A,,"600,1800","10,26.8",,
Zalman CNPS7700ALCULED,,"1000,2000","22.7,37.1",,
ZEROtherm BTF90,,"750,2500","18,27",,
ZEROtherm ZT-1000D 775,,2500,,,
SilenX EFZ-100HA1,,"1000,2000","8,24",,
Enermax ETS-T40-VD,,"800,1800","16,21",,
Scythe SCNJ-3100,,"470,1900","7.05,37",,
Prolimatech PRO-GNSS,,"800,1600",,,
Prolimatech PRO-PNTH,,,,,
Thermaltake CLP0533,,"1000,6000","21,48",,
Prolimatech PRO-MGH-C,,,26,,
Scythe SCBSK-2000,,,"9.32,33.67",,
Logisys IC231PWM,,"900,2400","17.8,32.5",,
Logisys IC211HTPC,,2600,28,,
Logisys MC106,,1500,19,,
Logisys MC4005IB,,"900,1500","21.4,32.1",,
Logisys MC4001IM,,"500,1500","17.8,27.6",,
Logisys MC6002GS,,"500,1500","17.6,27.6",,
Logisys IC221PWM,,"900,2400","17.8,26.4",,
Logisys IC4300X4,,"400,2800","17.8,40.7",,
Phanteks PH-TC14PE_OR,,"700,1200","13.4,19",,
Zalman CNPS20LQ,,"900,2000","17,36",,120
Phanteks PH-TC14CS,,"700,1200","13.4,19",,
Silverstone SST-HE01,,"500,2000","18,41",,
Masscool 8W2002F1M4,,"800,2800","20,34",,
Scythe SCKC-2100,,"500,1300","9.6,24.7",,
Titan TTC-NK54TZ,,3500,30.6,,
Masscool 8W5020F1M,,"800,2800","20,34",,
Evercool NI2011E-9525EP,,"1000,3000",28,,
ARCTIC Freezer i30 Extreme,,"400,1350",,,
Scythe SCKC-2000,,"500,1300","9.6,24.7",,
ARCTIC Freezer A30,,"400,1350",,,
Vantec VAF-1225,,"1000,2200","20,32",,
Dynatron R4,,,,,
Dynatron R22,,,,,
Scythe SCSMZ-2100,,"300,2500","7.2,31.07",,
Dynatron R19,,,,,
Thermaltake CLP0596,,"800,2000","21,44",,
Enermax ELC120-TA,,"800,2200","18.5,32.8",,120
NZXT Respire T40,,"1300,1800","26.5,34",,
ARCTIC Alpine 7 Pro,,"500,2000",,,
Zalman LQ-320,,"900,2000",,,120
Zalman LQ-315,,"900,2000",,,120
Titan TTC-NC55TZ/RB,,"1800,2200","28.8,38",,
Titan TTC-NA43TZ/CU35,,"900,2600","14,33",,
Swiftech H220,,"1200,3000","16,33",,240
Cooler Master Eisberg 120L Prestige,,1600,20.5,,120
Cooler Master Eisberg 240L Prestige,,1600,20.5,,240
Gelid Solutions Black Edition,,"750,1600","25.4,25.5",,
Silverstone AR02,,"1200,2800","16,24",,
Silverstone AR03,,"1000,2200","16.39,33.5",,
Silverstone TD02,,"1500,2500","16,33.5",,240
Silverstone TD03,,"1500,2500","16,33.5",,120
Zalman CNPS2X,,"1500,2600","17.39,22.7",,
Thermaltake CLP0607,,"1000,2000","20,39.9",,
Zalman CNPS80F,,2500,23.8,,
Thermaltake CLP0606,,"800,1600","18,30.2",,
ARCTIC Alpine 7 GT,,2000,25,,
Enermax ETS-T40-BK,,"800,1800","16,26",,
Dynatron R12,,,0,,
Thermalright TS-120M,,"700,1500","17,28.5",,
Thermalright TS-140,,"900,1300","17,21",,
Xigmatek Praeton LD963,,"1200,2800",22,,
Zalman Reserator 3 MAX,,"1000,2200","18.89,36.7",,120
Antec KUHLER H2O 1250,,"600,2400","16,38",,240
Gelid Solutions Siberian Pro,,"900,2200","10,23.5",,
Enermax ELC-LM120S-TAA,,2500,30,,120
Thermaltake CLP0604,,"1200,2100","21,48",,
Zalman CNPS7000-AlCu,,"1350,2400","17,24",,
RAIJINTEK RHEA,,"800,2200",27.9,,
RAIJINTEK EREBOSS BLACK,,"650,1400",28,,
Zalman Reserator 3 MAX Dual,,"1000,2300","23.2,46.6",,240
Deepcool FROSTWIN V2.0,,1600,"17.8,21",,
Deepcool LUCIFER,,"700,1400","17.8,31.1",,
Deepcool CAPTAIN 120,,"600,2200","17.6,39.29",,120
RAIJINTEK TRITON GREEN,,"1000,2600","21.6,36.6",,240
RAIJINTEK TRITON RED,,"1000,2600","21.6,36.6",,240
Thermaltake CL-P008-AL09WT-A,,1800,21,,
Rosewill AIOLOS,,1500,24.6,,
Akasa Venom Medusa,,"500,1600","6.9,28.9",,
Prolimatech Basic 48,,"1000,2000",,,
Prolimatech Basic 65,,"600,1600",,,
Prolimatech Basic 68,,"600,1600",,,
Prolimatech Basic 81,,"600,1600",,,
Masscool 5T568S1H3,,4200,31.8,,
Phanteks PH-TC14S_BK,,"500,1600",25.3,,
Xigmatek Loki II,,"1200,2800","20,28",,
Xigmatek Gaia II,,"800,1500","16,24",,
Evercool TRANSFORMER S,,2200,20,,
Silverstone TD03-E,,"1500,2500","18,35",,120
Cooler Master TPC 812XS,,"500,1600","8,30",,
Thermaltake BigTyp Revo.,,"800,1800",20,,
Thermalright Macho Rev.A(BW),,"300,1300","15,21",,
Xigmatek Dark Knight SD1483 Night Hawk,,"800,1200",18,,
Xigmatek Dark Knight SD1483 Frostbourne,,"800,1200",18,,
SilentiumPC Grandis XE1236,,"500,1500",21,,
Swiftech H140-X,,"700,1800","8.3,28.8",,140
Silverstone TD02-LITE,,"1500,2500","18,35",,240
RAIJINTEK PALLAS Black,,"650,1400",28,,
Thermalright TRUE Spirit 140 (BW),,"300,1300","15,21",,
CRYORIG A40 ULTIMATE,,"600,2200","13,37",,240
CRYORIG A80,,"600,1850","13,38",,280
Gelid Solutions Polar,,"1400,2000","16,28.9",,
Cooler Master X6,,"600,1900","8,27",,
Silverstone NT01-PRO,,,0,,
Thermalright AXP-100R,,"900,2500","22,30",,
ARCTIC Freezer A32,,,,,
ID-COOLING IS-40,,"300,2500","14,33",,
ID-COOLING IS-40PRO,,"300,2500","14,33",,
ID-COOLING IS-50,,"600,1600","13.8,30.2",,
Gelid Solutions Antarctica,,"450,4500",27.8,,
